max_car_agents,tolerance,green_light_duration,Run,average_congestion
142,0,5,19399.0,57.99070563068027
128,0,4,19400.0,55.52927462217086
52,0,4,19401.0,59.37611002156582
128,0,4,19402.0,58.884044338129975
128,0,2,19403.0,58.884044338129975
128,0,2,19404.0,58.76058579766547
52,0,2,19405.0,57.58682619200043
52,0,4,19406.0,56.71320471488845
52,0,2,19407.0,57.58682619200043
173,0,6,19408.0,65.26570801717129
187,0,6,19409.0,77.17614868184667
173,0,6,19410.0,80.88298302206125
173,0,4,19411.0,58.09556014468141
173,0,4,19412.0,59.41547796482976
187,0,4,19413.0,58.23502212173269
187,0,6,19414.0,76.00933681555821
187,0,4,19415.0,57.56597729852797
83,0,3,19416.0,58.679507044668924
97,0,3,19417.0,80.88298302206125
83,0,3,19418.0,55.726885849996656
83,0,7,19419.0,57.99070563068027
83,0,7,19420.0,58.7523161300102
97,0,7,19421.0,56.71320471488845
97,0,3,19422.0,60.635039469075295
97,0,7,19423.0,56.71320471488845
106,0,3,19424.0,58.679507044668924
74,0,3,19425.0,59.733018332525056
106,0,3,19426.0,56.31911763108957
106,0,6,19427.0,57.26387480220451
106,0,6,19428.0,62.60083565633604
74,0,6,19429.0,69.33046516523723
74,0,3,19430.0,58.936523445542
74,0,6,19431.0,57.315439601133455
196,0,6,19432.0,77.11224205810515
164,0,6,19433.0,57.99070563068027
196,0,6,19434.0,57.26387480220451
196,0,3,19435.0,57.26387480220451
196,0,3,19436.0,57.26387480220451
164,0,3,19437.0,62.026461495066876
164,0,6,19438.0,56.13578410469818
164,0,3,19439.0,59.6149273579096
151,0,2,19440.0,64.91047117670387
29,0,2,19441.0,56.13053462148694
151,0,2,19442.0,56.76747769687663
151,0,4,19443.0,80.88298302206125
151,0,4,19444.0,63.903319491252155
29,0,4,19445.0,55.52927462217086
29,0,2,19446.0,57.26387480220451
29,0,4,19447.0,89.39427360373075
61,0,5,19448.0,58.86685974041244
119,0,5,19449.0,57.267389540146894
61,0,5,19450.0,59.22228286162128
61,0,7,19451.0,55.726885849996656
61,0,7,19452.0,67.12984726130183
119,0,7,19453.0,62.803530818474876
119,0,5,19454.0,56.31911763108957
119,0,7,19455.0,58.76058579766547
50,0,2,19456.0,60.29348095503696
176,0,2,19457.0,56.402222429932856
50,0,2,19458.0,62.25774213145952
50,0,6,19459.0,56.402222429932856
50,0,6,19460.0,59.733018332525056
176,0,6,19461.0,59.31037228854077
176,0,2,19462.0,58.936523445542
176,0,6,19463.0,55.55497458754186
140,0,5,19464.0,57.7437561031359
86,0,5,19465.0,55.55497458754186
140,0,5,19466.0,69.33046516523723
140,0,3,19467.0,62.31385168427787
140,0,3,19468.0,64.11407683716112
86,0,3,19469.0,59.50955866277443
86,0,5,19470.0,58.75448718962947
86,0,3,19471.0,75.89022448713986
185,0,4,19472.0,59.04631528917374
131,0,4,19473.0,71.3376366336887
185,0,4,19474.0,67.12984726130183
185,0,2,19475.0,60.02197691590506
185,0,2,19476.0,55.726885849996656
131,0,2,19477.0,57.56597729852797
131,0,4,19478.0,57.56597729852797
131,0,2,19479.0,59.34777702227166
95,0,7,19480.0,62.803530818474876
41,0,7,19481.0,56.2425283681161
95,0,7,19482.0,56.36779674349526
95,0,5,19483.0,58.75448718962947
95,0,5,19484.0,59.50955866277443
41,0,5,19485.0,55.44814569017571
41,0,7,19486.0,59.22228286162128
41,0,5,19487.0,79.38105022924258
72,0,6,19488.0,56.402222429932856
63,0,6,19489.0,59.37611002156582
72,0,6,19490.0,59.04631528917374
72,0,7,19491.0,60.78916614369035
72,0,7,19492.0,59.875674399556424
63,0,7,19493.0,66.88489686906468
63,0,6,19494.0,89.39427360373075
63,0,7,19495.0,64.91047117670387
162,0,3,19496.0,73.5488835573937
153,0,3,19497.0,59.6149273579096
162,0,3,19498.0,59.41547796482976
162,0,4,19499.0,61.3447213680496
162,0,4,19500.0,90.65382698377623
153,0,4,19501.0,65.26570801717129
153,0,3,19502.0,65.26570801717129
153,0,4,19503.0,65.26570801717129
117,0,7,19504.0,58.88140676409434
108,0,7,19505.0,63.97278411596403
117,0,7,19506.0,60.14648021355956
117,0,2,19507.0,58.23502212173269
117,0,2,19508.0,58.75448718962947
108,0,2,19509.0,62.31385168427787
108,0,7,19510.0,56.71320471488845
108,0,2,19511.0,57.315439601133455
27,0,4,19512.0,66.02648589718297
198,0,4,19513.0,62.31385168427787
27,0,4,19514.0,71.3376366336887
27,0,5,19515.0,60.14648021355956
27,0,5,19516.0,61.41572718561653
198,0,5,19517.0,59.50955866277443
198,0,4,19518.0,77.17614868184667
198,0,5,19519.0,59.31037228854077
30,0,2,19520.0,57.7437561031359
117,0,2,19521.0,81.38151662865624
30,0,2,19522.0,57.7437561031359
30,0,5,19523.0,59.58489822847981
30,0,5,19524.0,61.73137506711476
117,0,5,19525.0,58.86685974041244
117,0,2,19526.0,60.29348095503696
117,0,5,19527.0,60.02197691590506
120,0,5,19528.0,62.25774213145952
27,0,5,19529.0,62.31385168427787
120,0,5,19530.0,57.58682619200043
120,0,2,19531.0,59.53960723786544
120,0,2,19532.0,61.41572718561653
27,0,2,19533.0,63.97278411596403
27,0,5,19534.0,62.31385168427787
27,0,2,19535.0,59.37611002156582
165,0,4,19536.0,58.543512765190705
162,0,4,19537.0,58.86685974041244
165,0,4,19538.0,66.02648589718297
165,0,3,19539.0,58.7523161300102
165,0,3,19540.0,66.88489686906468
162,0,3,19541.0,56.13578410469818
162,0,4,19542.0,59.61299577303292
162,0,3,19543.0,58.76058579766547
75,0,7,19544.0,60.14648021355956
72,0,7,19545.0,59.61299577303292
75,0,7,19546.0,74.6048966993537
75,0,6,19547.0,74.6048966993537
75,0,6,19548.0,63.97278411596403
72,0,6,19549.0,57.56597729852797
72,0,7,19550.0,57.56597729852797
72,0,6,19551.0,81.38151662865624
97,0,5,19552.0,62.60083565633604
94,0,5,19553.0,78.66368914547708
97,0,5,19554.0,59.61299577303292
97,0,5,19555.0,59.61299577303292
97,0,5,19556.0,84.86435241386019
94,0,5,19557.0,55.61855716183195
94,0,5,19558.0,56.13578410469818
94,0,5,19559.0,57.28819127757928
187,0,2,19560.0,63.97278411596403
184,0,2,19561.0,60.434896811158126
187,0,2,19562.0,66.17077210870656
187,0,2,19563.0,57.26387480220451
187,0,2,19564.0,55.726885849996656
184,0,2,19565.0,58.86685974041244
184,0,2,19566.0,67.26963795136773
184,0,2,19567.0,63.54124298757513
142,0,6,19568.0,59.37611002156582
49,0,6,19569.0,81.38151662865624
142,0,6,19570.0,67.26963795136773
142,0,4,19571.0,73.5488835573937
142,0,4,19572.0,56.2425283681161
49,0,4,19573.0,67.12984726130183
49,0,6,19574.0,61.41572718561653
49,0,4,19575.0,56.31911763108957
52,0,3,19576.0,62.60083565633604
139,0,3,19577.0,58.543512765190705
52,0,3,19578.0,56.36779674349526
52,0,7,19579.0,58.09556014468141
52,0,7,19580.0,60.699599784912856
139,0,7,19581.0,57.7437561031359
139,0,3,19582.0,61.756048981080646
139,0,7,19583.0,59.41547796482976
64,0,6,19584.0,60.699599784912856
195,0,6,19585.0,56.36779674349526
64,0,6,19586.0,58.281131841684626
64,0,6,19587.0,57.99070563068027
64,0,6,19588.0,56.2425283681161
195,0,6,19589.0,60.29348095503696
195,0,6,19590.0,60.767597715594995
195,0,6,19591.0,75.89022448713986
154,0,3,19592.0,77.40969680061247
105,0,3,19593.0,59.657773873125414
154,0,3,19594.0,71.6685504366264
154,0,3,19595.0,59.61299577303292
154,0,3,19596.0,81.38151662865624
105,0,3,19597.0,65.26570801717129
105,0,3,19598.0,65.26570801717129
105,0,3,19599.0,57.95246513940727
199,0,5,19600.0,59.9693441958979
150,0,5,19601.0,71.3376366336887
199,0,5,19602.0,58.39975595421065
199,0,2,19603.0,62.389170720664126
199,0,2,19604.0,61.80730738127482
150,0,2,19605.0,66.88489686906468
150,0,5,19606.0,58.96005084143749
150,0,2,19607.0,57.56597729852797
109,0,2,19608.0,74.6048966993537
60,0,2,19609.0,65.26570801717129
109,0,2,19610.0,77.40969680061247
109,0,5,19611.0,58.96005084143749
109,0,5,19612.0,86.01263237304022
60,0,5,19613.0,62.25774213145952
60,0,2,19614.0,60.97280091159441
60,0,5,19615.0,84.86435241386019
86,0,4,19616.0,60.434896811158126
38,0,4,19617.0,59.657773873125414
86,0,4,19618.0,61.58732958836143
86,0,7,19619.0,59.31037228854077
86,0,7,19620.0,62.998026306564576
38,0,7,19621.0,69.33046516523723
38,0,4,19622.0,60.767597715594995
38,0,7,19623.0,58.02349156648183
176,0,7,19624.0,61.73137506711476
128,0,7,19625.0,58.96005084143749
176,0,7,19626.0,58.62846194002566
176,0,4,19627.0,55.52927462217086
176,0,4,19628.0,58.679507044668924
128,0,4,19629.0,56.71320471488845
128,0,7,19630.0,59.50955866277443
128,0,4,19631.0,59.50955866277443
131,0,3,19632.0,59.657773873125414
83,0,3,19633.0,60.31115899283607
131,0,3,19634.0,58.621164003491344
131,0,3,19635.0,58.86685974041244
131,0,3,19636.0,60.78916614369035
83,0,3,19637.0,63.62029828692607
83,0,3,19638.0,61.3447213680496
83,0,3,19639.0,59.04631528917374
41,0,6,19640.0,79.38105022924258
173,0,6,19641.0,57.99070563068027
41,0,6,19642.0,58.7523161300102
41,0,6,19643.0,62.026461495066876
41,0,6,19644.0,62.998026306564576
173,0,6,19645.0,56.31911763108957
173,0,6,19646.0,56.76747769687663
173,0,6,19647.0,58.23502212173269
36,0,4,19648.0,61.556483586335716
43,0,4,19649.0,57.315439601133455
36,0,4,19650.0,62.803530818474876
36,0,4,19651.0,77.11224205810515
36,0,4,19652.0,77.17614868184667
43,0,4,19653.0,79.38105022924258
43,0,4,19654.0,57.74240352734573
43,0,4,19655.0,59.61299577303292
126,0,7,19656.0,59.41547796482976
133,0,7,19657.0,62.803530818474876
126,0,7,19658.0,66.02648589718297
126,0,7,19659.0,89.39427360373075
126,0,7,19660.0,55.44814569017571
133,0,7,19661.0,60.699599784912856
133,0,7,19662.0,56.2425283681161
133,0,7,19663.0,61.41572718561653
171,0,2,19664.0,59.733018332525056
88,0,2,19665.0,55.44814569017571
171,0,2,19666.0,69.33046516523723
171,0,6,19667.0,61.756048981080646
171,0,6,19668.0,59.733018332525056
88,0,6,19669.0,67.26963795136773
88,0,2,19670.0,90.65382698377623
88,0,6,19671.0,58.543512765190705
81,0,5,19672.0,60.29348095503696
178,0,5,19673.0,58.62846194002566
81,0,5,19674.0,57.99070563068027
81,0,3,19675.0,58.7523161300102
81,0,3,19676.0,58.62846194002566
178,0,3,19677.0,86.01263237304022
178,0,5,19678.0,59.34777702227166
178,0,3,19679.0,79.38105022924258
103,0,7,19680.0,59.41547796482976
156,0,7,19681.0,60.434896811158126
103,0,7,19682.0,59.50955866277443
103,0,4,19683.0,66.88489686906468
103,0,4,19684.0,71.3376366336887
156,0,4,19685.0,62.998026306564576
156,0,7,19686.0,62.998026306564576
156,0,4,19687.0,62.31385168427787
193,0,4,19688.0,62.31385168427787
66,0,4,19689.0,71.6685504366264
193,0,4,19690.0,77.40969680061247
193,0,7,19691.0,62.389170720664126
193,0,7,19692.0,57.28819127757928
66,0,7,19693.0,59.34777702227166
66,0,4,19694.0,58.09556014468141
66,0,7,19695.0,55.52927462217086
148,0,6,19696.0,55.726885849996656
111,0,6,19697.0,80.88298302206125
148,0,6,19698.0,69.33046516523723
148,0,5,19699.0,61.80730738127482
148,0,5,19700.0,61.52556296630743
111,0,5,19701.0,58.884044338129975
111,0,6,19702.0,90.65382698377623
111,0,5,19703.0,59.875674399556424
58,0,3,19704.0,66.17077210870656
21,0,3,19705.0,77.40969680061247
58,0,3,19706.0,67.12984726130183
58,0,2,19707.0,55.726885849996656
58,0,2,19708.0,57.26387480220451
21,0,2,19709.0,66.88489686906468
21,0,3,19710.0,59.04631528917374
21,0,2,19711.0,61.41572718561653
47,0,5,19712.0,56.71320471488845
77,0,5,19713.0,61.284072783415624
47,0,5,19714.0,56.13578410469818
47,0,2,19715.0,78.66368914547708
47,0,2,19716.0,60.767597715594995
77,0,2,19717.0,58.543512765190705
77,0,5,19718.0,60.699599784912856
77,0,2,19719.0,65.3174848878553
137,0,2,19720.0,55.44814569017571
167,0,2,19721.0,77.40969680061247
137,0,2,19722.0,69.33046516523723
137,0,5,19723.0,62.026461495066876
137,0,5,19724.0,57.56597729852797
167,0,5,19725.0,57.28819127757928
167,0,2,19726.0,57.28819127757928
167,0,5,19727.0,57.7437561031359
182,0,7,19728.0,76.00933681555821
32,0,7,19729.0,59.733018332525056
182,0,7,19730.0,58.50715206746257
182,0,7,19731.0,61.41572718561653
182,0,7,19732.0,57.95246513940727
32,0,7,19733.0,81.38151662865624
32,0,7,19734.0,55.44814569017571
32,0,7,19735.0,60.31115899283607
92,0,4,19736.0,65.3174848878553
122,0,4,19737.0,56.13053462148694
92,0,4,19738.0,67.26963795136773
92,0,4,19739.0,57.69134928875288
92,0,4,19740.0,60.97280091159441
122,0,4,19741.0,55.726885849996656
122,0,4,19742.0,57.28819127757928
122,0,4,19743.0,56.76747769687663
69,0,2,19744.0,59.50955866277443
145,0,2,19745.0,56.13053462148694
69,0,2,19746.0,58.75448718962947
69,0,2,19747.0,57.26387480220451
69,0,2,19748.0,78.66368914547708
145,0,2,19749.0,60.14648021355956
145,0,2,19750.0,59.31037228854077
145,0,2,19751.0,57.26387480220451
159,0,5,19752.0,63.97278411596403
55,0,5,19753.0,56.71320471488845
159,0,5,19754.0,58.884044338129975
159,0,5,19755.0,57.99070563068027
159,0,5,19756.0,74.6048966993537
55,0,5,19757.0,55.61855716183195
55,0,5,19758.0,60.14648021355956
55,0,5,19759.0,62.31385168427787
114,0,3,19760.0,57.69134928875288
190,0,3,19761.0,58.936523445542
114,0,3,19762.0,55.55497458754186
114,0,6,19763.0,57.95246513940727
114,0,6,19764.0,65.3174848878553
190,0,6,19765.0,61.3447213680496
190,0,3,19766.0,58.96005084143749
190,0,6,19767.0,60.97280091159441
24,0,6,19768.0,71.3376366336887
100,0,6,19769.0,59.39168892016068
24,0,6,19770.0,59.61299577303292
24,0,3,19771.0,58.936523445542
24,0,3,19772.0,57.267389540146894
100,0,3,19773.0,57.74240352734573
100,0,6,19774.0,62.31385168427787
100,0,3,19775.0,58.936523445542
23,0,3,19776.0,58.96005084143749
166,0,3,19777.0,57.74240352734573
23,0,3,19778.0,76.00933681555821
23,0,2,19779.0,63.13013432578007
23,0,2,19780.0,79.38105022924258
166,0,2,19781.0,86.01263237304022
166,0,3,19782.0,78.66368914547708
166,0,2,19783.0,57.69134928875288
113,0,6,19784.0,74.6048966993537
76,0,6,19785.0,56.13578410469818
113,0,6,19786.0,62.31385168427787
113,0,5,19787.0,62.31385168427787
113,0,5,19788.0,59.58489822847981
76,0,5,19789.0,62.389170720664126
76,0,6,19790.0,59.34777702227166
76,0,5,19791.0,86.01263237304022
158,0,2,19792.0,73.5488835573937
121,0,2,19793.0,61.52556296630743
158,0,2,19794.0,89.39427360373075
158,0,7,19795.0,73.5488835573937
158,0,7,19796.0,73.5488835573937
121,0,7,19797.0,57.95246513940727
121,0,2,19798.0,56.402222429932856
121,0,7,19799.0,56.402222429932856
68,0,5,19800.0,58.936523445542
31,0,5,19801.0,56.36779674349526
68,0,5,19802.0,59.04631528917374
68,0,4,19803.0,61.52556296630743
68,0,4,19804.0,60.02197691590506
31,0,4,19805.0,58.09556014468141
31,0,5,19806.0,58.7523161300102
31,0,4,19807.0,59.9693441958979
90,0,7,19808.0,60.434896811158126
53,0,7,19809.0,78.66368914547708
90,0,7,19810.0,59.22228286162128
90,0,3,19811.0,60.29348095503696
90,0,3,19812.0,59.657773873125414
53,0,3,19813.0,78.66368914547708
53,0,7,19814.0,78.66368914547708
53,0,3,19815.0,66.17077210870656
180,0,4,19816.0,58.96005084143749
143,0,4,19817.0,66.02648589718297
180,0,4,19818.0,65.26570801717129
180,0,6,19819.0,69.33046516523723
180,0,6,19820.0,59.41547796482976
143,0,6,19821.0,63.97278411596403
143,0,4,19822.0,71.6685504366264
143,0,6,19823.0,59.6149273579096
135,0,5,19824.0,66.17077210870656
98,0,5,19825.0,62.60083565633604
135,0,5,19826.0,62.998026306564576
135,0,7,19827.0,71.22339601422881
135,0,7,19828.0,80.88298302206125
98,0,7,19829.0,56.31911763108957
98,0,5,19830.0,61.58732958836143
98,0,7,19831.0,77.11224205810515
45,0,2,19832.0,56.13578410469818
188,0,2,19833.0,61.73137506711476
45,0,2,19834.0,57.99070563068027
45,0,4,19835.0,60.31115899283607
45,0,4,19836.0,63.54124298757513
188,0,4,19837.0,79.38105022924258
188,0,2,19838.0,61.52556296630743
188,0,4,19839.0,61.52556296630743
57,0,6,19840.0,84.86435241386019
132,0,6,19841.0,58.09556014468141
57,0,6,19842.0,66.88489686906468
57,0,3,19843.0,55.61855716183195
57,0,3,19844.0,56.2425283681161
132,0,3,19845.0,63.97278411596403
132,0,6,19846.0,57.28819127757928
132,0,3,19847.0,76.00933681555821
147,0,3,19848.0,57.56597729852797
42,0,3,19849.0,59.733018332525056
147,0,3,19850.0,60.84822517507019
147,0,6,19851.0,59.58489822847981
147,0,6,19852.0,63.13013432578007
42,0,6,19853.0,60.767597715594995
42,0,3,19854.0,77.40969680061247
42,0,6,19855.0,62.60083565633604
192,0,7,19856.0,63.13013432578007
177,0,7,19857.0,63.13013432578007
192,0,7,19858.0,60.84822517507019
192,0,5,19859.0,60.84822517507019
192,0,5,19860.0,55.52927462217086
177,0,5,19861.0,57.99070563068027
177,0,7,19862.0,56.13578410469818
177,0,5,19863.0,71.6685504366264
102,0,4,19864.0,67.12984726130183
87,0,4,19865.0,59.61299577303292
102,0,4,19866.0,57.7437561031359
102,0,2,19867.0,57.7437561031359
102,0,2,19868.0,57.7437561031359
87,0,2,19869.0,62.25774213145952
87,0,4,19870.0,57.74240352734573
87,0,2,19871.0,61.3447213680496
79,0,2,19872.0,84.86435241386019
65,0,2,19873.0,57.99070563068027
79,0,2,19874.0,55.726885849996656
79,0,4,19875.0,60.767597715594995
79,0,4,19876.0,62.803530818474876
65,0,4,19877.0,59.39168892016068
65,0,2,19878.0,61.3447213680496
65,0,4,19879.0,59.875674399556424
169,0,5,19880.0,58.281131841684626
155,0,5,19881.0,71.22339601422881
169,0,5,19882.0,59.9693441958979
169,0,7,19883.0,75.89022448713986
169,0,7,19884.0,59.34777702227166
155,0,7,19885.0,61.756048981080646
155,0,5,19886.0,58.936523445542
155,0,7,19887.0,62.25774213145952
124,0,4,19888.0,75.89022448713986
20,0,4,19889.0,78.66368914547708
124,0,4,19890.0,58.09556014468141
124,0,6,19891.0,66.02648589718297
124,0,6,19892.0,61.284072783415624
20,0,6,19893.0,73.5488835573937
20,0,4,19894.0,61.52556296630743
20,0,6,19895.0,77.40969680061247
34,0,7,19896.0,60.97280091159441
110,0,7,19897.0,61.80730738127482
34,0,7,19898.0,62.25774213145952
34,0,3,19899.0,59.37611002156582
34,0,3,19900.0,59.58489822847981
110,0,3,19901.0,59.5482420133824
110,0,7,19902.0,59.5482420133824
110,0,3,19903.0,57.56597729852797
40,0,3,19904.0,60.434896811158126
104,0,3,19905.0,71.22339601422881
40,0,3,19906.0,57.56597729852797
40,0,7,19907.0,65.26570801717129
40,0,7,19908.0,57.95246513940727
104,0,7,19909.0,69.33046516523723
104,0,3,19910.0,58.543512765190705
104,0,7,19911.0,61.284072783415624
130,0,6,19912.0,64.11407683716112
194,0,6,19913.0,62.389170720664126
130,0,6,19914.0,69.33046516523723
130,0,4,19915.0,64.11407683716112
130,0,4,19916.0,61.3447213680496
194,0,4,19917.0,90.65382698377623
194,0,6,19918.0,61.41572718561653
194,0,4,19919.0,90.65382698377623
175,0,4,19920.0,59.39168892016068
59,0,4,19921.0,58.88140676409434
175,0,4,19922.0,62.389170720664126
175,0,2,19923.0,63.97278411596403
175,0,2,19924.0,63.97278411596403
59,0,2,19925.0,58.23502212173269
59,0,4,19926.0,65.26570801717129
59,0,2,19927.0,57.26387480220451
85,0,7,19928.0,59.31037228854077
149,0,7,19929.0,60.699599784912856
85,0,7,19930.0,58.86685974041244
85,0,5,19931.0,67.12984726130183
85,0,5,19932.0,58.02349156648183
149,0,5,19933.0,59.6149273579096
149,0,7,19934.0,67.12984726130183
149,0,5,19935.0,57.315439601133455
107,0,5,19936.0,56.36779674349526
126,0,5,19937.0,59.657773873125414
107,0,5,19938.0,90.65382698377623
107,0,6,19939.0,90.65382698377623
107,0,6,19940.0,80.88298302206125
126,0,6,19941.0,78.66368914547708
126,0,5,19942.0,59.04631528917374
126,0,6,19943.0,59.58489822847981
197,0,2,19944.0,65.3174848878553
36,0,2,19945.0,55.61855716183195
197,0,2,19946.0,60.14648021355956
197,0,3,19947.0,61.756048981080646
197,0,3,19948.0,61.756048981080646
36,0,3,19949.0,59.34777702227166
36,0,2,19950.0,59.37611002156582
36,0,3,19951.0,56.13053462148694
152,0,7,19952.0,58.39975595421065
171,0,7,19953.0,58.76058579766547
152,0,7,19954.0,59.04631528917374
152,0,2,19955.0,56.31911763108957
152,0,2,19956.0,69.33046516523723
171,0,2,19957.0,59.875674399556424
171,0,7,19958.0,63.13013432578007
171,0,2,19959.0,62.026461495066876
62,0,4,19960.0,57.28819127757928
81,0,4,19961.0,55.52927462217086
62,0,4,19962.0,77.40969680061247
62,0,5,19963.0,61.80730738127482
62,0,5,19964.0,56.13578410469818
81,0,5,19965.0,59.58489822847981
81,0,4,19966.0,58.09556014468141
81,0,5,19967.0,58.09556014468141
51,0,6,19968.0,59.34777702227166
25,0,6,19969.0,64.91047117670387
51,0,6,19970.0,78.66368914547708
51,0,6,19971.0,67.26963795136773
51,0,6,19972.0,60.97280091159441
25,0,6,19973.0,59.37611002156582
25,0,6,19974.0,60.78916614369035
25,0,6,19975.0,60.29348095503696
141,0,3,19976.0,77.40969680061247
115,0,3,19977.0,60.635039469075295
141,0,3,19978.0,60.31115899283607
141,0,3,19979.0,59.58489822847981
141,0,3,19980.0,65.26570801717129
115,0,3,19981.0,60.434896811158126
115,0,3,19982.0,71.3376366336887
115,0,3,19983.0,71.3376366336887
186,0,5,19984.0,64.11407683716112
70,0,5,19985.0,66.17077210870656
186,0,5,19986.0,56.76747769687663
186,0,4,19987.0,59.04631528917374
186,0,4,19988.0,66.17077210870656
70,0,4,19989.0,60.635039469075295
70,0,5,19990.0,58.76058579766547
70,0,4,19991.0,58.75448718962947
96,0,2,19992.0,60.31115899283607
160,0,2,19993.0,55.44814569017571
96,0,2,19994.0,77.11224205810515
96,0,7,19995.0,78.66368914547708
96,0,7,19996.0,61.284072783415624
160,0,7,19997.0,62.60083565633604
160,0,2,19998.0,62.60083565633604
160,0,7,19999.0,61.284072783415624
59,0,5,20000.0,59.733018332525056
141,0,5,20001.0,62.31385168427787
59,0,5,20002.0,66.02648589718297
59,0,7,20003.0,55.52927462217086
59,0,7,20004.0,84.86435241386019
141,0,7,20005.0,62.60083565633604
141,0,5,20006.0,62.31385168427787
141,0,7,20007.0,77.17614868184667
149,0,2,20008.0,58.7523161300102
51,0,2,20009.0,60.14648021355956
149,0,2,20010.0,57.69134928875288
149,0,4,20011.0,57.56597729852797
149,0,4,20012.0,60.84822517507019
51,0,4,20013.0,63.54124298757513
51,0,2,20014.0,58.281131841684626
51,0,4,20015.0,65.3174848878553
194,0,6,20016.0,59.41547796482976
186,0,6,20017.0,74.6048966993537
194,0,6,20018.0,86.01263237304022
194,0,2,20019.0,59.34777702227166
194,0,2,20020.0,58.281131841684626
186,0,2,20021.0,66.02648589718297
186,0,6,20022.0,84.86435241386019
186,0,2,20023.0,62.998026306564576
104,0,3,20024.0,60.31115899283607
96,0,3,20025.0,55.61855716183195
104,0,3,20026.0,80.88298302206125
104,0,5,20027.0,59.22228286162128
104,0,5,20028.0,59.34777702227166
96,0,5,20029.0,60.29348095503696
96,0,3,20030.0,60.29348095503696
96,0,5,20031.0,60.29348095503696
82,0,2,20032.0,56.31911763108957
74,0,2,20033.0,58.621164003491344
82,0,2,20034.0,62.31385168427787
82,0,6,20035.0,62.31385168427787
82,0,6,20036.0,57.58682619200043
74,0,6,20037.0,57.7437561031359
74,0,2,20038.0,57.69134928875288
74,0,6,20039.0,59.50955866277443
172,0,5,20040.0,67.26963795136773
164,0,5,20041.0,63.54124298757513
172,0,5,20042.0,61.58732958836143
172,0,3,20043.0,61.58732958836143
172,0,3,20044.0,61.58732958836143
164,0,3,20045.0,60.84822517507019
164,0,5,20046.0,80.88298302206125
164,0,3,20047.0,67.12984726130183
127,0,4,20048.0,59.875674399556424
29,0,4,20049.0,65.3174848878553
127,0,4,20050.0,58.88140676409434
127,0,2,20051.0,60.14648021355956
127,0,2,20052.0,61.3447213680496
29,0,2,20053.0,76.00933681555821
29,0,4,20054.0,76.00933681555821
29,0,2,20055.0,56.2425283681161
37,0,7,20056.0,58.936523445542
119,0,7,20057.0,77.17614868184667
37,0,7,20058.0,58.936523445542
37,0,5,20059.0,55.55497458754186
37,0,5,20060.0,90.65382698377623
119,0,5,20061.0,56.402222429932856
119,0,7,20062.0,57.95246513940727
119,0,5,20063.0,55.61855716183195
31,0,2,20064.0,80.88298302206125
102,0,2,20065.0,59.733018332525056
31,0,2,20066.0,77.17614868184667
31,0,3,20067.0,57.7437561031359
31,0,3,20068.0,55.726885849996656
102,0,3,20069.0,59.5482420133824
102,0,2,20070.0,61.3447213680496
102,0,3,20071.0,64.91047117670387
121,0,5,20072.0,58.7523161300102
192,0,5,20073.0,57.74240352734573
121,0,5,20074.0,58.7523161300102
121,0,6,20075.0,78.66368914547708
121,0,6,20076.0,66.88489686906468
192,0,6,20077.0,58.02349156648183
192,0,5,20078.0,56.31911763108957
192,0,6,20079.0,58.621164003491344
166,0,3,20080.0,63.54124298757513
57,0,3,20081.0,57.74240352734573
166,0,3,20082.0,62.25774213145952
166,0,5,20083.0,61.284072783415624
166,0,5,20084.0,56.13578410469818
57,0,5,20085.0,56.2425283681161
57,0,3,20086.0,58.884044338129975
57,0,5,20087.0,57.99070563068027
76,0,6,20088.0,59.6149273579096
147,0,6,20089.0,90.65382698377623
76,0,6,20090.0,55.61855716183195
76,0,2,20091.0,61.73137506711476
76,0,2,20092.0,76.00933681555821
147,0,2,20093.0,58.09556014468141
147,0,6,20094.0,62.998026306564576
147,0,2,20095.0,69.33046516523723
98,0,6,20096.0,59.58489822847981
124,0,6,20097.0,62.998026306564576
98,0,6,20098.0,56.13578410469818
98,0,4,20099.0,55.55497458754186
98,0,4,20100.0,60.31115899283607
124,0,4,20101.0,56.71320471488845
124,0,6,20102.0,58.884044338129975
124,0,4,20103.0,56.13578410469818
188,0,3,20104.0,59.34777702227166
34,0,3,20105.0,61.52556296630743
188,0,3,20106.0,59.61299577303292
188,0,7,20107.0,59.58489822847981
188,0,7,20108.0,59.58489822847981
34,0,7,20109.0,59.04631528917374
34,0,3,20110.0,59.50955866277443
34,0,7,20111.0,58.281131841684626
143,0,7,20112.0,55.61855716183195
169,0,7,20113.0,57.267389540146894
143,0,7,20114.0,61.52556296630743
143,0,5,20115.0,56.2425283681161
143,0,5,20116.0,58.62846194002566
169,0,5,20117.0,69.33046516523723
169,0,7,20118.0,69.33046516523723
169,0,5,20119.0,58.7523161300102
53,0,4,20120.0,56.13053462148694
79,0,4,20121.0,59.41547796482976
53,0,4,20122.0,55.52927462217086
53,0,2,20123.0,55.52927462217086
53,0,2,20124.0,58.543512765190705
79,0,2,20125.0,56.31911763108957
79,0,4,20126.0,56.31911763108957
79,0,2,20127.0,61.52556296630743
42,0,7,20128.0,76.00933681555821
23,0,7,20129.0,60.84822517507019
42,0,7,20130.0,62.389170720664126
42,0,2,20131.0,61.80730738127482
42,0,2,20132.0,58.39975595421065
23,0,2,20133.0,62.389170720664126
